time,airline,responsetime,sourcetype
2014-06-23 00:23:28Z,BAW,189.2146,farequote
2014-06-23 00:23:31Z,FFT,225.3671,farequote
2014-06-23 00:23:42Z,AAL,131.2744,farequote
2014-06-23 00:23:46Z,UAL,11.4271,farequote
2014-06-23 00:23:55Z,JBU,1000.2101,farequote
2014-06-23 00:23:57Z,UAL,8.5392,farequote
2014-06-23 00:23:59Z,AWE,20.1693,farequote
2014-06-23 00:24:08Z,JAL,512.5183,farequote
2014-06-23 00:24:10Z,JZA,1005.9303,farequote
2014-06-23 00:24:12Z,AMX,17.2456,farequote
2014-06-23 00:24:18Z,ASA,72.534,farequote
2014-06-23 00:24:32Z,SWR,2463.8031,farequote
2014-06-23 00:24:45Z,UAL,9.9468,farequote
2014-06-23 00:24:49Z,AWE,20.0914,farequote
2014-06-23 00:24:50Z,JBU,1330.0308,farequote
2014-06-23 00:24:53Z,TRS,395.0377,farequote
2014-06-23 00:24:56Z,ACA,17.2656,farequote
2014-06-23 00:24:58Z,BAW,218.7955,farequote
2014-06-23 00:25:01Z,FFT,241.7799,farequote
2014-06-23 00:25:03Z,EGF,191.8274,farequote
2014-06-23 00:25:10Z,AAL,110.9774,farequote
2014-06-23 00:25:16Z,AAL,71.8305,farequote
2014-06-23 00:25:17Z,DAL,397.8927,farequote
2014-06-23 00:25:25Z,ACA,24.1398,farequote
2014-06-23 00:25:34Z,VRD,292.6975,farequote
2014-06-23 00:25:36Z,UAL,9.5225,farequote
2014-06-23 00:25:39Z,AAL,71.215,farequote
2014-06-23 00:25:42Z,FFT,187.2232,farequote
2014-06-23 00:25:56Z,KLM,1565.8453,farequote
2014-06-23 00:26:03Z,FFT,234.9847,farequote
2014-06-23 00:26:09Z,AWE,20.3376,farequote
2014-06-23 00:26:18Z,JZA,1003.4939,farequote
2014-06-23 00:26:20Z,AMX,13.362,farequote
2014-06-23 00:26:23Z,SWA,84.7829,farequote
2014-06-23 00:26:39Z,ASA,68.4253,farequote
2014-06-23 00:26:42Z,SWR,2240.1052,farequote
2014-06-23 00:26:43Z,AAL,99.146,farequote
2014-06-23 00:27:00Z,EGF,214.406,farequote
2014-06-23 00:27:07Z,AWE,20.0206,farequote
2014-06-23 00:27:11Z,ASA,82.3465,farequote
2014-06-23 00:27:17Z,KLM,1585.2216,farequote
2014-06-23 00:27:18Z,AMX,14.5306,farequote
2014-06-23 00:27:28Z,DAL,392.1628,farequote
2014-06-23 00:27:30Z,JAL,508.8117,farequote
2014-06-23 00:27:33Z,ACA,15.0365,farequote
2014-06-23 00:27:37Z,AAL,117.779,farequote
2014-06-23 00:27:38Z,JBU,995.1394,farequote
2014-06-23 00:27:39Z,UAL,10.1003,farequote
2014-06-23 00:27:53Z,VRD,294.4202,farequote
2014-06-23 00:28:05Z,JAL,488.253,farequote
2014-06-23 00:28:06Z,FFT,202.0111,farequote
2014-06-23 00:28:11Z,TRS,414.3501,farequote
2014-06-23 00:28:33Z,FFT,187.6069,farequote
2014-06-23 00:28:39Z,AWE,23.4778,farequote
2014-06-23 00:28:41Z,JZA,995.503,farequote
2014-06-23 00:28:55Z,BAW,209.8915,farequote
2014-06-23 00:29:03Z,JZA,1009.1057,farequote
2014-06-23 00:29:04Z,NKS,10102.1349,farequote
2014-06-23 00:29:15Z,ACA,19.8028,farequote
2014-06-23 00:29:16Z,SWR,2149.6067,farequote
2014-06-23 00:29:19Z,AAL,103.1576,farequote
2014-06-23 00:29:22Z,DAL,412.773,farequote
2014-06-23 00:29:27Z,ASA,91.1798,farequote
2014-06-23 00:29:30Z,ACA,20.8835,farequote
2014-06-23 00:29:31Z,UAL,10.984,farequote
2014-06-23 00:29:35Z,AWE,20.0526,farequote
2014-06-23 00:29:37Z,VRD,308.2352,farequote
2014-06-23 00:29:57Z,ACA,18.835,farequote
2014-06-23 00:30:00Z,JBU,971.1946,farequote
2014-06-23 00:30:02Z,AMX,13.5683,farequote
2014-06-23 00:30:04Z,VRD,300.9451,farequote
2014-06-23 00:30:04Z,AWE,21.0269,farequote
2014-06-23 00:30:04Z,JAL,497.8569,farequote
2014-06-23 00:30:07Z,FFT,185.3312,farequote
2014-06-23 00:30:23Z,SWA,277.128,farequote
2014-06-23 00:30:30Z,EGF,203.6224,farequote
2014-06-23 00:30:33Z,FFT,194.6434,farequote
2014-06-23 00:30:42Z,JZA,1015.7024,farequote
2014-06-23 00:30:56Z,AAL,98.4035,farequote
2014-06-23 00:30:58Z,AAL,147.978,farequote
2014-06-23 00:30:58Z,JBU,1066.2485,farequote
2014-06-23 00:31:00Z,ASA,67.3435,farequote
2014-06-23 00:31:02Z,JAL,509.1441,farequote
2014-06-23 00:31:03Z,AWE,20.7511,farequote
2014-06-23 00:31:12Z,JBU,1010.3329,farequote
2014-06-23 00:31:27Z,AAL,127.0437,farequote
2014-06-23 00:31:30Z,AWE,20.1514,farequote
2014-06-23 00:31:36Z,AWE,21.1612,farequote
2014-06-23 00:31:45Z,AAL,122.2265,farequote
2014-06-23 00:31:47Z,ACA,24.1168,farequote
2014-06-23 00:31:55Z,FFT,204.5268,farequote
2014-06-23 00:32:06Z,AMX,11.9818,farequote
2014-06-23 00:32:14Z,SWA,329.1388,farequote
2014-06-23 00:32:17Z,AAL,93.4197,farequote
2014-06-23 00:32:18Z,UAL,10.0543,farequote
2014-06-23 00:32:19Z,AAL,73.2656,farequote
2014-06-23 00:32:30Z,FFT,171.7074,farequote
2014-06-23 00:32:31Z,JAL,500.6859,farequote
2014-06-23 00:32:41Z,AAL,141.5858,farequote
2014-06-23 00:32:45Z,ACA,25.1458,farequote
2014-06-23 00:32:50Z,BAW,203.4787,farequote
2014-06-23 00:32:50Z,EGF,190.3239,farequote
2014-06-23 00:32:52Z,SWR,1392.4283,farequote
2014-06-23 00:32:59Z,VRD,299.1584,farequote
2014-06-23 00:33:02Z,AMX,14.9194,farequote
2014-06-23 00:33:08Z,JZA,1002.192,farequote
2014-06-23 00:33:08Z,FFT,150.6413,farequote
2014-06-23 00:33:13Z,JAL,495.207,farequote
2014-06-23 00:33:14Z,ASA,79.3462,farequote
2014-06-23 00:33:24Z,AWE,19.436,farequote
2014-06-23 00:33:28Z,FFT,156.1569,farequote
2014-06-23 00:33:30Z,ASA,60.7855,farequote
2014-06-23 00:33:39Z,ACA,15.2225,farequote
2014-06-23 00:33:44Z,ACA,20.8309,farequote
2014-06-23 00:33:51Z,ACA,22.421,farequote
2014-06-23 00:33:53Z,AAL,133.8613,farequote
2014-06-23 00:33:55Z,AAL,124.1189,farequote
2014-06-23 00:34:01Z,JAL,503.6572,farequote
2014-06-23 00:34:02Z,JBU,899.3865,farequote
2014-06-23 00:34:04Z,SWA,276.6344,farequote
2014-06-23 00:34:04Z,JAL,500.8206,farequote
2014-06-23 00:34:08Z,NKS,10080.0115,farequote
2014-06-23 00:34:40Z,TRS,405.2306,farequote
2014-06-23 00:34:43Z,EGF,194.6888,farequote
2014-06-23 00:34:50Z,KLM,1672.3565,farequote
2014-06-23 00:34:53Z,AWE,19.5587,farequote
2014-06-23 00:34:58Z,SWR,1354.7405,farequote
2014-06-23 00:34:58Z,JAL,490.8906,farequote
2014-06-23 00:35:08Z,UAL,10.2921,farequote
2014-06-23 00:35:15Z,AAL,131.6907,farequote
2014-06-23 00:35:15Z,SWA,132.3066,farequote
2014-06-23 00:35:19Z,JBU,1187.1752,farequote
2014-06-23 00:35:19Z,JBU,949.4796,farequote
2014-06-23 00:35:21Z,NKS,10007.2755,farequote
2014-06-23 00:35:27Z,KLM,1566.7723,farequote
2014-06-23 00:35:42Z,JZA,1004.5436,farequote
2014-06-23 00:35:48Z,AMX,14.2926,farequote
2014-06-23 00:36:01Z,JBU,1095.243,farequote
2014-06-23 00:36:01Z,DAL,384.1257,farequote
2014-06-23 00:36:02Z,VRD,327.9595,farequote
2014-06-23 00:36:03Z,FFT,219.3027,farequote
2014-06-23 00:36:13Z,ASA,65.8756,farequote
2014-06-23 00:36:20Z,BAW,189.9132,farequote
2014-06-23 00:36:34Z,SWA,206.104,farequote
2014-06-23 00:36:36Z,FFT,176.8298,farequote
2014-06-23 00:36:37Z,JAL,492.989,farequote
2014-06-23 00:36:40Z,AWE,20.0158,farequote
2014-06-23 00:36:43Z,ACA,21.9398,farequote
2014-06-23 00:37:02Z,JAL,495.6423,farequote
2014-06-23 00:37:04Z,UAL,11.1567,farequote
2014-06-23 00:37:09Z,ASA,89.3859,farequote
2014-06-23 00:37:11Z,AAL,108.9197,farequote
2014-06-23 00:37:21Z,VRD,309.9391,farequote
2014-06-23 00:37:31Z,EGF,181.0006,farequote
2014-06-23 00:37:35Z,ASA,65.5378,farequote
2014-06-23 00:37:37Z,JZA,993.8545,farequote
2014-06-23 00:37:43Z,SWR,2426.0964,farequote
2014-06-23 00:37:43Z,VRD,299.6107,farequote
2014-06-23 00:37:52Z,DAL,410.6579,farequote
2014-06-23 00:37:52Z,FFT,159.4189,farequote
2014-06-23 00:37:53Z,VRD,308.4686,farequote
2014-06-23 00:37:57Z,AAL,71.2063,farequote
2014-06-23 00:37:58Z,AWE,20.439,farequote
2014-06-23 00:38:31Z,AMX,14.3078,farequote
2014-06-23 00:38:37Z,UAL,10.0058,farequote
2014-06-23 00:38:37Z,ACA,18.5275,farequote
2014-06-23 00:38:41Z,AMX,13.8561,farequote
2014-06-23 00:38:44Z,FFT,207.0932,farequote
2014-06-23 00:38:55Z,JZA,1008.7359,farequote
2014-06-23 00:38:59Z,AMX,13.3634,farequote
2014-06-23 00:39:03Z,EGF,174.8177,farequote
2014-06-23 00:39:12Z,AAL,119.636,farequote
2014-06-23 00:39:16Z,AWE,18.6345,farequote
2014-06-23 00:39:18Z,JBU,939.785,farequote
2014-06-23 00:39:22Z,SWR,1620.7124,farequote
2014-06-23 00:39:23Z,UAL,9.4596,farequote
2014-06-23 00:39:28Z,BAW,181.5927,farequote
2014-06-23 00:39:35Z,SWA,190.3348,farequote
2014-06-23 00:39:42Z,AMX,16.2667,farequote
2014-06-23 00:39:47Z,DAL,394.5559,farequote
2014-06-23 00:39:47Z,AMX,19.9959,farequote
2014-06-23 00:39:48Z,AAL,107.6016,farequote
2014-06-23 00:39:53Z,VRD,304.3756,farequote
2014-06-23 00:40:13Z,FFT,206.9832,farequote
2014-06-23 00:40:14Z,JAL,484.3129,farequote
2014-06-23 00:40:18Z,JAL,499.5146,farequote
2014-06-23 00:40:25Z,VRD,300.3348,farequote
2014-06-23 00:40:28Z,ACA,22.7689,farequote
2014-06-23 00:40:31Z,ASA,51.4587,farequote
2014-06-23 00:40:37Z,JBU,1126.3306,farequote
2014-06-23 00:40:41Z,JZA,991.3658,farequote
2014-06-23 00:40:53Z,EGF,202.4578,farequote
2014-06-23 00:41:06Z,AWE,20.3784,farequote
2014-06-23 00:41:10Z,ACA,18.9162,farequote
2014-06-23 00:41:11Z,KLM,1447.0632,farequote
2014-06-23 00:41:13Z,ASA,63.3424,farequote
2014-06-23 00:41:22Z,ASA,67.1884,farequote
2014-06-23 00:41:23Z,EGF,204.3436,farequote
2014-06-23 00:41:30Z,VRD,289.3039,farequote
2014-06-23 00:41:38Z,JZA,995.05,farequote
2014-06-23 00:41:40Z,AAL,98.9967,farequote
2014-06-23 00:41:47Z,AMX,20.3919,farequote
2014-06-23 00:41:50Z,AMX,18.0936,farequote
2014-06-23 00:41:57Z,FFT,170.9783,farequote
2014-06-23 00:42:09Z,SWR,2281.8901,farequote
2014-06-23 00:42:11Z,TRS,404.8138,farequote
2014-06-23 00:42:14Z,UAL,9.0432,farequote
2014-06-23 00:42:15Z,BAW,196.4342,farequote
2014-06-23 00:42:17Z,AMX,16.5505,farequote
2014-06-23 00:42:26Z,AWE,19.8933,farequote
2014-06-23 00:42:34Z,JAL,499.6348,farequote
2014-06-23 00:42:37Z,NKS,10066.3974,farequote
2014-06-23 00:42:39Z,SWR,2356.5607,farequote
2014-06-23 00:42:41Z,VRD,309.0728,farequote
2014-06-23 00:42:41Z,AWE,21.4545,farequote
2014-06-23 00:42:42Z,ACA,19.6379,farequote
2014-06-23 00:42:43Z,SWR,1746.7746,farequote
2014-06-23 00:42:45Z,ACA,19.8863,farequote
2014-06-23 00:42:50Z,ASA,77.0927,farequote
2014-06-23 00:42:55Z,ACA,18.0485,farequote
2014-06-23 00:43:13Z,JBU,1062.4195,farequote
2014-06-23 00:43:24Z,AAL,74.0832,farequote
2014-06-23 00:43:30Z,UAL,8.8289,farequote
2014-06-23 00:43:35Z,DAL,396.4473,farequote
2014-06-23 00:43:40Z,JZA,997.1151,farequote
2014-06-23 00:43:56Z,FFT,199.5547,farequote
2014-06-23 00:43:56Z,AWE,19.7086,farequote
2014-06-23 00:44:06Z,SWA,228.2875,farequote
2014-06-23 00:44:07Z,JBU,1076.7803,farequote
2014-06-23 00:44:12Z,BAW,202.2924,farequote
2014-06-23 00:44:17Z,BAW,209.5237,farequote
2014-06-23 00:44:43Z,ASA,71.6293,farequote
2014-06-23 00:44:50Z,EGF,209.551,farequote
2014-06-23 00:45:02Z,ACA,17.9902,farequote
2014-06-23 00:45:10Z,TRS,398.8203,farequote
2014-06-23 00:45:12Z,ACA,17.1187,farequote
2014-06-23 00:45:13Z,VRD,298.4719,farequote
2014-06-23 00:45:14Z,AMX,18.5066,farequote
2014-06-23 00:45:15Z,JZA,997.8451,farequote
2014-06-23 00:45:17Z,SWR,1878.3134,farequote
2014-06-23 00:45:18Z,AAL,86.1349,farequote
2014-06-23 00:45:19Z,FFT,213.9743,farequote
2014-06-23 00:45:46Z,AWE,20.0159,farequote
2014-06-23 00:45:49Z,FFT,162.1634,farequote
2014-06-23 00:45:54Z,JAL,490.7012,farequote
2014-06-23 00:46:01Z,ASA,83.564,farequote
2014-06-23 00:46:01Z,JAL,516.4764,farequote
2014-06-23 00:46:02Z,UAL,10.6258,farequote
2014-06-23 00:46:04Z,BAW,209.3453,farequote
